Measurement Time	Port 1 ECT/RT-1 Temperature °C Temp	Port 2 EC-5 Soil Moisture m³/m³ VWC	Port 3 EC-5 Soil Moisture m³/m³ VWC	Port 4 EC-5 Soil Moisture m³/m³ VWC	Port 5 EC-5 Soil Moisture m³/m³ VWC
05/29/16 10:00 AM	14.5	0.137	0.119	0.198	0.193
05/29/16 12:00 PM	17.2	0.137	0.119	0.202	0.203
05/29/16 02:00 PM	19.3	0.136	0.118	0.207	0.209
05/29/16 04:00 PM	21.1	0.136	0.118	0.211	0.208
05/29/16 06:00 PM	22.5	0.137	0.118	0.212	0.202
05/29/16 08:00 PM	19.1	0.137	0.118	0.207	0.195
05/29/16 10:00 PM	14.6	0.137	0.118	0.202	0.190
05/30/16 12:00 AM	11.3	0.137	0.117	0.198	0.186
05/30/16 02:00 AM	6.4	0.136	0.117	0.195	0.183
05/30/16 04:00 AM	4.4	0.136	0.116	0.192	0.180
05/30/16 06:00 AM	3.6	0.135	0.116	0.190	0.179
05/30/16 08:00 AM	8.2	0.135	0.115	0.189	0.178
05/30/16 10:00 AM	15.6	0.135	0.114	0.190	0.181
05/30/16 12:00 PM	18.4	0.134	0.113	0.194	0.191
05/30/16 02:00 PM	19.6	0.134	0.112	0.198	0.194
05/30/16 04:00 PM	20.9	0.134	0.112	0.202	0.193
05/30/16 06:00 PM	21.0	0.134	0.112	0.202	0.187
05/30/16 08:00 PM	18.4	0.134	0.111	0.198	0.179
05/30/16 10:00 PM	11.5	0.134	0.111	0.192	0.174
05/31/16 12:00 AM	9.8	0.134	0.111	0.188	0.170
05/31/16 02:00 AM	8.4	0.134	0.110	0.185	0.168
05/31/16 04:00 AM	6.4	0.133	0.110	0.183	0.166
05/31/16 06:00 AM	4.7	0.132	0.109	0.180	0.164
05/31/16 08:00 AM	6.4	0.132	0.109	0.179	0.163
05/31/16 10:00 AM	14.3	0.133	0.108	0.179	0.167
05/31/16 12:00 PM	16.4	0.132	0.107	0.184	0.177
05/31/16 02:00 PM	18.4	0.131	0.106	0.190	0.182
05/31/16 04:00 PM	20.4	0.131	0.105	0.195	0.180
05/31/16 06:00 PM	20.9	0.131	0.105	0.196	0.174
05/31/16 08:00 PM	19.9	0.132	0.105	0.191	0.168
05/31/16 10:00 PM	9.8	0.132	0.105	0.185	0.162
06/01/16 12:00 AM	7.0	0.132	0.104	0.180	0.158
06/01/16 02:00 AM	5.7	0.131	0.103	0.177	0.156
06/01/16 04:00 AM	5.1	0.130	0.103	0.175	0.154
06/01/16 06:00 AM	4.8	0.129	0.103	0.173	0.153
06/01/16 08:00 AM	8.3	0.130	0.102	0.172	0.153
06/01/16 10:00 AM	17.2	0.129	0.101	0.173	0.156
06/01/16 12:00 PM	19.5	0.129	0.100	0.176	0.167
06/01/16 02:00 PM	21.7	0.128	0.099	0.182	0.171
06/01/16 04:00 PM	23.7	0.128	0.098	0.185	0.168
06/01/16 06:00 PM	23.5	0.128	0.096	0.185	0.162
06/01/16 08:00 PM	20.3	0.128	0.096	0.180	0.156
06/01/16 10:00 PM	12.8	0.128	0.095	0.176	0.151
06/02/16 12:00 AM	7.9	0.128	0.095	0.172	0.146
06/02/16 02:00 AM	7.7	0.128	0.095	0.169	0.144
06/02/16 04:00 AM	8.1	0.128	0.094	0.168	0.142
06/02/16 06:00 AM	7.6	0.127	0.094	0.166	0.141
06/02/16 08:00 AM	9.9	0.127	0.094	0.165	0.141
06/02/16 10:00 AM	16.8	0.127	0.093	0.166	0.145
06/02/16 12:00 PM	18.4	0.126	0.092	0.168	0.148
06/02/16 02:00 PM	22.8	0.125	0.090	0.172	0.154
06/02/16 04:00 PM	23.3	0.124	0.089	0.174	0.153
06/02/16 06:00 PM	23.7	0.124	0.088	0.173	0.150
06/02/16 08:00 PM	20.7	0.125	0.087	0.170	0.145
06/02/16 10:00 PM	15.8	0.125	0.087	0.167	0.140
06/03/16 12:00 AM	13.8	0.124	0.086	0.164	0.137
06/03/16 02:00 AM	11.9	0.124	0.086	0.162	0.135
06/03/16 04:00 AM	9.1	0.123	0.086	0.161	0.134
06/03/16 06:00 AM	8.5	0.123	0.085	0.159	0.132
06/03/16 08:00 AM	9.8	0.123	0.085	0.158	0.132
06/03/16 10:00 AM	17.9	0.123	0.084	0.158	0.135
06/03/16 12:00 PM	20.2	0.122	0.083	0.162	0.145
06/03/16 02:00 PM	22.5	0.121	0.081	0.166	0.146
06/03/16 04:00 PM	25.1	0.120	0.078	0.170	0.147
06/03/16 06:00 PM	26.5	0.120	0.077	0.171	0.141
06/03/16 08:00 PM	26.1	0.120	0.076	0.167	0.134
06/03/16 10:00 PM	16.4	0.120	0.075	0.162	0.129
06/04/16 12:00 AM	11.1	0.121	0.075	0.157	0.126
06/04/16 02:00 AM	10.1	0.120	0.074	0.155	0.123
06/04/16 04:00 AM	11.1	0.120	0.074	0.153	0.122
06/04/16 06:00 AM	11.3	0.119	0.073	0.151	0.121
06/04/16 08:00 AM	13.4	0.119	0.073	0.151	0.121
06/04/16 10:00 AM	21.7	0.119	0.072	0.151	0.124
06/04/16 12:00 PM	24.7	0.117	0.071	0.155	0.134
06/04/16 02:00 PM	26.1	0.116	0.068	0.160	0.139
06/04/16 04:00 PM	27.8	0.115	0.066	0.162	0.137
06/04/16 06:00 PM	28.5	0.115	0.065	0.163	0.129
06/04/16 08:00 PM	27.3	0.115	0.064	0.158	0.122
06/04/16 10:00 PM	16.1	0.115	0.064	0.153	0.116
06/05/16 12:00 AM	12.8	0.115	0.063	0.149	0.111
06/05/16 02:00 AM	12.3	0.115	0.063	0.145	0.110
06/05/16 04:00 AM	11.2	0.114	0.063	0.144	0.108
06/05/16 06:00 AM	11.1	0.114	0.062	0.142	0.107
06/05/16 08:00 AM	14.6	0.114	0.062	0.141	0.107
06/05/16 10:00 AM	23.4	0.113	0.061	0.142	0.111
06/05/16 12:00 PM	26.9	0.111	0.060	0.145	0.121
06/05/16 02:00 PM	28.5	0.110	0.058	0.151	0.125
06/05/16 04:00 PM	30.5	0.109	0.057	0.153	0.123
06/05/16 06:00 PM	31.4	0.109	0.056	0.153	0.114
06/05/16 08:00 PM	25.2	0.109	0.056	0.148	0.106
06/05/16 10:00 PM	18.0	0.110	0.055	0.142	0.101
06/06/16 12:00 AM	16.2	0.110	0.055	0.139	0.098
06/06/16 02:00 AM	14.7	0.109	0.054	0.136	0.095
06/06/16 04:00 AM	14.4	0.108	0.054	0.134	0.094
06/06/16 06:00 AM	15.2	0.108	0.054	0.133	0.094
06/06/16 08:00 AM	17.5	0.107	0.054	0.132	0.094
06/06/16 10:00 AM	23.9	0.106	0.053	0.133	0.097
06/06/16 12:00 PM	27.2	0.105	0.052	0.135	0.105
06/06/16 02:00 PM	29.4	0.104	0.051	0.139	0.107
06/06/16 04:00 PM	30.7	0.102	0.050	0.141	0.105
06/06/16 06:00 PM	30.4	0.102	0.050	0.140	0.100
06/06/16 08:00 PM	24.6	0.102	0.050	0.136	0.094
06/06/16 10:00 PM	19.3	0.103	0.049	0.131	0.089
06/07/16 12:00 AM	17.9	0.104	0.049	0.128	0.085
06/07/16 02:00 AM	16.3	0.103	0.049	0.125	0.083
06/07/16 04:00 AM	12.3	0.102	0.049	0.123	0.080
06/07/16 06:00 AM	9.3	0.101	0.049	0.121	0.078
06/07/16 08:00 AM	13.6	0.101	0.049	0.120	0.078
06/07/16 10:00 AM	23.1	0.100	0.048	0.121	0.083
06/07/16 12:00 PM	26.4	0.099	0.047	0.124	0.094
06/07/16 02:00 PM	27.9	0.098	0.046	0.129	0.099
06/07/16 04:00 PM	29.6	0.097	0.046	0.132	0.097
06/07/16 06:00 PM	28.6	0.097	0.046	0.131	0.090
06/07/16 08:00 PM	25.4	0.098	0.046	0.126	0.083
06/07/16 10:00 PM	17.6	0.099	0.046	0.121	0.077
06/08/16 12:00 AM	16.0	0.099	0.045	0.117	0.074
06/08/16 02:00 AM	15.7	0.098	0.045	0.115	0.072
06/08/16 04:00 AM	13.9	0.098	0.044	0.113	0.071
06/08/16 06:00 AM	10.9	0.097	0.044	0.111	0.070
06/08/16 08:00 AM	14.9	0.097	0.043	0.111	0.069
06/08/16 10:00 AM	23.1	0.096	0.043	0.111	0.073
06/08/16 12:00 PM	25.6	0.094	0.043	0.115	0.084
06/08/16 02:00 PM	28.1	0.094	0.043	0.120	0.090
06/08/16 04:00 PM	30.0	0.094	0.043	0.123	0.089
06/08/16 06:00 PM	30.1	0.094	0.043	0.123	0.081
06/08/16 08:00 PM	26.3	0.094	0.043	0.118	0.074
06/08/16 10:00 PM	17.5	0.094	0.043	0.111	0.069
06/09/16 12:00 AM	14.5	0.094	0.043	0.107	0.065
06/09/16 02:00 AM	14.2	0.094	0.042	0.105	0.063
06/09/16 04:00 AM	12.6	0.094	0.042	0.103	0.061
06/09/16 06:00 AM	11.9	0.094	0.041	0.102	0.060
06/09/16 08:00 AM	13.6	0.094	0.041	0.100	0.060
06/09/16 10:00 AM	20.8	0.093	0.040	0.101	0.064
06/09/16 12:00 PM	24.1	0.091	0.040	0.105	0.075
06/09/16 02:00 PM	27.8	0.090	0.040	0.110	0.082
06/09/16 04:00 PM	28.5	0.090	0.040	0.112	0.079
06/09/16 06:00 PM	27.6	0.090	0.041	0.112	0.072
06/09/16 08:00 PM	25.0	0.090	0.040	0.107	0.065
